title,title_raw,company,location,date_posted,category,skills,job_url,search_keyword,scraped_at,source
Senior Credit Analyst,Senior Credit Analyst,Arrow Electronics,Casablanca,2026-03-21,Data & AI,,https://ma.linkedin.com/jobs/view/senior-credit-analyst-at-arrow-electronics-4369766684,Data Analyst,2026-03-22T04:57:16.655341,linkedin
Marketing Data Analyst Intern - Pfe,Marketing Data Analyst Intern - PFE,Bosch  Africa,Casablanca,2026-03-18,Data & AI,,https://ma.linkedin.com/jobs/view/marketing-data-analyst-intern-pfe-at-bosch-africa-4387278657,Data Analyst,2026-03-22T04:57:16.653341,linkedin
App Development & Integrations Engineer,App Development & Integrations Engineer,ABAS Ibrica,Casablanca,2026-03-20,Other,,https://ma.linkedin.com/jobs/view/app-development-integrations-engineer-at-abas-ib%C3%A9rica-4388329916,Data Scientist,2026-03-22T04:57:15.499023,linkedin
Automotive System Test Engineer,Automotive System Test Engineer,ALTEN MAROC,Rabat,2026-03-16,IT & Systems,,https://ma.linkedin.com/jobs/view/automotive-system-test-engineer-at-alten-maroc-4384032793,Data Scientist,2026-03-22T04:57:15.498066,linkedin
Expert Odoo / Ai,Expert Odoo / AI,Waggners Talent,Casablanca-Settat,2026-03-19,Data & AI,,https://ma.linkedin.com/jobs/view/expert-odoo-ai-at-waggners-talent-4385448600,Data Scientist,2026-03-22T04:57:15.497384,linkedin
App Development & Integrations Engineer,App Development & Integrations Engineer,myfactory International GmbH,Casablanca,2026-03-20,Other,,https://ma.linkedin.com/jobs/view/app-development-integrations-engineer-at-myfactory-international-gmbh-4388549341,Data Scientist,2026-03-22T04:57:15.496726,linkedin
Ingnieur Poste De Travail N3,Ingnieur poste de travail N3,MAROC FER,Mechouar,2026-03-17,Data & AI,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-poste-de-travail-n3-at-maroc-fer-4386932208,Data Scientist,2026-03-22T04:57:15.492440,linkedin
Ingnieur Test Automatis Senior (F-H),Ingnieur Test Automatis Senior (F-H),SQLI,Rabat,2026-03-21,Other,sql,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-test-automatis%C3%A9-senior-f-h-at-sqli-4314990753,Data Scientist,2026-03-22T04:57:15.484894,linkedin
Qa Automation (H/F) Expriment Applications Mobiles,QA Automation (H/F) Expriment applications mobiles,Devoteam,Rabat,2026-03-21,Other,,https://ma.linkedin.com/jobs/view/qa-automation-h-f-exp%C3%A9riment%C3%A9-applications-mobiles-at-devoteam-4318721445,Data Scientist,2026-03-22T04:57:15.483528,linkedin
Full Stack Developer,Full-Stack Application Developer (C# / React.js / SQL),Cnexia,Rabat,2026-03-19,Software Dev,"sql, react",https://ma.linkedin.com/jobs/view/full-stack-application-developer-c%23-react-js-sql-at-cnexia-4378348857,Data Scientist,2026-03-22T04:57:15.482297,linkedin
Data Engineer,Data Engineer (Cloud GCP) F/H,VISEO,Morocco,2026-03-17,Data & AI,gcp,https://ma.linkedin.com/jobs/view/data-engineer-cloud-gcp-f-h-at-viseo-4375778372,Data Scientist,2026-03-22T04:57:15.479989,linkedin
Data Engineer,Data engineer,Inetum,Mechouar,2026-03-20,Data & AI,,https://ma.linkedin.com/jobs/view/data-engineer-at-inetum-4378753795,Data Scientist,2026-03-22T04:57:15.477546,linkedin
Expert Servicenow  Mission Longue Dure  Rabat (Hybride),Expert ServiceNow  Mission longue dure  Rabat (Hybride),"Connecting Systems | Outsourcing, IT Recruitment",Rabat,2026-03-18,Other,,https://ma.linkedin.com/jobs/view/expert-servicenow-%E2%80%93-mission-longue-dur%C3%A9e-%E2%80%93-rabat-hybride-at-connecting-systems-outsourcing-it-recruitment-4387411877,Data Scientist,2026-03-22T04:57:15.465903,linkedin
Embedded Software Development Engineer,Embedded Software Development Engineer,indie.inc,Rabat,2026-03-20,Software Dev,,https://ma.linkedin.com/jobs/view/embedded-software-development-engineer-at-indie-inc-4311181038,Data Scientist,2026-03-22T04:57:15.462571,linkedin
Software Engineer,Software Engineer (Trajectory Generation) - Remote,Taskify AI,Morocco,2026-03-18,Software Dev,,https://ma.linkedin.com/jobs/view/software-engineer-trajectory-generation-remote-at-taskify-ai-4387442466,Data Scientist,2026-03-22T04:57:15.432282,linkedin
Manager Ai Factory,Manager AI Factory,Orange Business,Casablanca-Settat,2026-03-17,Data & AI,,https://ma.linkedin.com/jobs/view/manager-ai-factory-at-orange-business-4330828637,Data Scientist,2026-03-22T04:57:15.431719,linkedin
Full Stack Developer,Fullstack Java/Angular - Snior,MAROC FER,Mechouar,2026-03-16,Software Dev,java,https://ma.linkedin.com/jobs/view/fullstack-java-angular-s%C3%A9nior-at-maroc-fer-4386381254,Data Scientist,2026-03-22T04:57:15.430363,linkedin
Full Stack Developer,Fullstack Java/Angular - Snior,Inetum,Mechouar,2026-03-16,Software Dev,java,https://ma.linkedin.com/jobs/view/fullstack-java-angular-s%C3%A9nior-at-inetum-4386339611,Data Scientist,2026-03-22T04:57:15.429064,linkedin
Associate Data Science Manager,Associate Data Science Manager,Leyton,Casablanca,2026-03-17,Data & AI,,https://ma.linkedin.com/jobs/view/associate-data-science-manager-at-leyton-4321201825,Data Scientist,2026-03-22T04:57:15.426888,linkedin
Performance Analyst,Performance Analyst,LabelVie,Casablanca Metropolitan Area,2026-03-17,Data & AI,,https://ma.linkedin.com/jobs/view/performance-analyst-at-labelvie-4384473599,Data Scientist,2026-03-22T04:57:15.425344,linkedin
Senior Ai Data Engineer (Microsoft Fabric & Azure),Senior AI Data Engineer (Microsoft Fabric & Azure),Exakis Nelite,Casablanca Metropolitan Area,2026-03-17,Data & AI,azure,https://ma.linkedin.com/jobs/view/senior-ai-data-engineer-microsoft-fabric-azure-at-exakis-nelite-4386783290,Data Scientist,2026-03-22T04:57:15.422232,linkedin
Qa Developer,QA Developer,GO & DEV,Rabat,2026-03-17,Software Dev,,https://ma.linkedin.com/jobs/view/qa-developer-at-go-dev-4385690587,Data Scientist,2026-03-22T04:57:15.421941,linkedin
Ai & Automation Intern,AI & Automation Intern,Renew Capital,Morocco,2026-03-16,Data & AI,,https://ma.linkedin.com/jobs/view/ai-automation-intern-at-renew-capital-4386325350,Data Scientist,2026-03-22T04:57:15.421630,linkedin
Data Scientist,Data Scientist (H/F),Orange Maroc,Casablanca-Settat,2026-03-17,Data & AI,,https://ma.linkedin.com/jobs/view/data-scientist-h-f-at-orange-maroc-4386759776,Data Scientist,2026-03-22T04:57:15.421119,linkedin
Business Operations Analyst,Business Operations Analyst,Arrow Components,Casablanca Metropolitan Area,2026-03-16,Data & AI,,https://ma.linkedin.com/jobs/view/business-operations-analyst-at-arrow-components-4386370234,Data Scientist,2026-03-22T04:06:41.256034,linkedin
It Talent Acquisition Specialist  Confirmed,IT Talent Acquisition Specialist  Confirmed,MAROC FER,Mechouar,2026-03-16,IT & Systems,,https://ma.linkedin.com/jobs/view/it-talent-acquisition-specialist-%E2%80%93-confirmed-at-maroc-fer-4386365858,Data Analyst,2026-03-22T04:06:40.298518,linkedin
It Desktop And Network Support (Dispatch) Fes,IT Desktop and Network Support (Dispatch) Fes,BRILLIANT COMPUTERS CITADEL  AND INFORMATION TECHNOLOGY,Boulemane,2026-03-17,IT & Systems,,https://ma.linkedin.com/jobs/view/it-desktop-and-network-support-dispatch-fes-at-brilliant-computers-citadel-and-information-technology-4385904183,Data Analyst,2026-03-22T04:06:40.297745,linkedin
It Desktop And Network Support (Dispatch) El J,IT Desktop and Network Support (Dispatch) EL J,BRILLIANT COMPUTERS CITADEL  AND INFORMATION TECHNOLOGY,El Jadida,2026-03-17,IT & Systems,,https://ma.linkedin.com/jobs/view/it-desktop-and-network-support-dispatch-el-j-at-brilliant-computers-citadel-and-information-technology-4385690518,Data Analyst,2026-03-22T04:06:40.294328,linkedin
It Desktop And Network Support (Dispatch) Ken,IT Desktop and Network Support (Dispatch) KEN,BRILLIANT COMPUTERS CITADEL  AND INFORMATION TECHNOLOGY,Rabat Metropolitan Area,2026-03-17,IT & Systems,,https://ma.linkedin.com/jobs/view/it-desktop-and-network-support-dispatch-ken-at-brilliant-computers-citadel-and-information-technology-4385901343,Data Analyst,2026-03-22T04:06:40.291722,linkedin
Business Analyst,Business Analyst,JESA S.A,Casablanca,2026-03-16,Data & AI,,https://ma.linkedin.com/jobs/view/business-analyst-at-jesa-s-a-4386323354,Data Analyst,2026-03-22T04:06:26.113809,linkedin
Business Analyst  Sap Finance,Business Analyst  SAP Finance,BROME Consulting & Technology,Casablanca,2026-03-17,Data & AI,,https://ma.linkedin.com/jobs/view/business-analyst-%E2%80%93-sap-finance-at-brome-consulting-technology-4386926377,Data Analyst,2026-03-22T04:06:26.111724,linkedin
Business Analyst  Outbound Communications,Business Analyst  Outbound Communications,BROME Consulting & Technology,Casablanca,2026-03-17,Data & AI,,https://ma.linkedin.com/jobs/view/business-analyst-%E2%80%93-outbound-communications-at-brome-consulting-technology-4386922456,Data Analyst,2026-03-22T04:06:26.108063,linkedin
Senior Analyst -  Life & Health -  Reserving  - Casablanca,Senior Analyst -  Life & Health -  Reserving  - Casablanca,SCOR,Casablanca-Settat,2026-03-20,Data & AI,,https://ma.linkedin.com/jobs/view/senior-analyst-life-health-reserving-casablanca-at-scor-4388399621,Data Analyst,2026-03-22T04:06:26.099920,linkedin
Business Analyst,Business Analyst,ALTEN MAROC,Rabat,2026-03-16,Data & AI,,https://ma.linkedin.com/jobs/view/business-analyst-at-alten-maroc-4384065123,Data Analyst,2026-03-22T04:06:26.095763,linkedin
Business Analyst  Bmp Claims,Business Analyst  BMP Claims,BROME Consulting & Technology,Casablanca,2026-03-17,Data & AI,,https://ma.linkedin.com/jobs/view/business-analyst-%E2%80%93-bmp-claims-at-brome-consulting-technology-4386926373,Data Analyst,2026-03-22T04:06:26.089287,linkedin
Business Analyste Sql,Business Analyste SQL,Beelix Maroc,Casablanca-Settat,2026-03-17,Data & AI,sql,https://ma.linkedin.com/jobs/view/business-analyste-sql-at-beelix-maroc-4384487813,Data Analyst,2026-03-22T04:06:26.052565,linkedin
Consultant Commercial & Business Developer (Services It & Conseil),Consultant Commercial & Business Developer (Services It & Conseil),ITCYBER HOSPITALITY,Marrakech,2026-03-17,Software Dev,,https://ma.linkedin.com/jobs/view/consultant-commercial-business-developer-services-it-conseil-at-itcyber-hospitality-4350776266,IT Consultant,2026-03-18T03:11:37.265164,
Consultant Technicofonctionnel Windev,Consultant TechnicoFonctionnel Windev,Forterro,Casablanca et priphrie,2026-03-16,Other,,https://ma.linkedin.com/jobs/view/consultant-technico%E2%80%91fonctionnel-windev-at-forterro-4386377301,IT Consultant,2026-03-18T03:11:37.264164,
Consultant Epm Anaplan,Consultant Epm Anaplan,Deloitte,Mchouar de Casablanca,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/consultant-epm-anaplan-at-deloitte-4373351088,IT Consultant,2026-03-18T03:11:37.263164,
Consultant Expriment Oracle Cloud Erp,Consultant Expriment Oracle Cloud Erp,Deloitte,Mchouar de Casablanca,2026-03-13,DevOps & Cloud,,https://ma.linkedin.com/jobs/view/consultant-exp%C3%A9riment%C3%A9-oracle-cloud-erp-at-deloitte-4331053493,IT Consultant,2026-03-18T03:11:37.262164,
Consultant Fonctionnel Dynamics 365 F&O,Consultant Fonctionnel Dynamics 365 F&O,Inetum,Mchouar de Casablanca,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/consultant-fonctionnel-dynamics-365-f-o-at-inetum-4335485721,IT Consultant,2026-03-18T03:11:37.260164,
Consultant Liferay,Consultant Liferay,Inetum,Mchouar de Casablanca,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/consultant-liferay-at-inetum-4346168439,IT Consultant,2026-03-18T03:11:37.260164,
Expert Cloud,Expert Cloud,Inetum,Mchouar de Casablanca,2026-03-12,DevOps & Cloud,,https://ma.linkedin.com/jobs/view/expert-cloud-at-inetum-4305584787,IT Consultant,2026-03-18T03:11:37.258165,
Anaplan Consultant - Morocco,Anaplan Consultant - Morocco,Bedford Consulting,Casablanca-Settat,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/anaplan-consultant-morocco-at-bedford-consulting-4364343332,IT Consultant,2026-03-18T03:11:37.257167,
Stagiaire Pr-Embauche_Consultant Technico-Fonctionnel Microsoft Dynamics 365 Crm & Power Platform,Stagiaire Pr-Embauche_Consultant Technico-Fonctionnel Microsoft Dynamics 365 Crm & Power Platform,Inetum,Mchouar de Casablanca,2026-03-12,Data & AI,,https://ma.linkedin.com/jobs/view/stagiaire-pr%C3%A9-embauche-consultant-technico-fonctionnel-microsoft-dynamics-365-crm-power-platform-at-inetum-4346278270,IT Consultant,2026-03-18T03:11:37.257167,
Business Relationship Manager,Business Relationship Manager,Leyton,Casablanca,2026-03-17,Management,,https://ma.linkedin.com/jobs/view/business-relationship-manager-at-leyton-4321183692,IT Consultant,2026-03-18T03:11:37.254168,
Consultant Sirh,Consultant Sirh,Tractafric Equipment,Casablanca-Settat,2026-03-11,Other,,https://ma.linkedin.com/jobs/view/consultant-sirh-at-tractafric-equipment-4371018300,IT Consultant,2026-03-18T03:11:37.253167,
Consultant Infrastructure Rseau (H/F),Consultant Infrastructure Rseau (H/F),Devoteam,Rabat,2026-03-17,DevOps & Cloud,,https://ma.linkedin.com/jobs/view/consultant-infrastructure-r%C3%A9seau-h-f-at-devoteam-4345850798,IT Consultant,2026-03-18T03:11:37.252167,
Consultant Fonctionnel Sage 1000 (H/F),Consultant Fonctionnel Sage 1000 (H/F),Inetum,Mchouar de Casablanca,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/consultant-fonctionnel-sage-1000-h-f-at-inetum-4359986537,IT Consultant,2026-03-18T03:11:37.251168,
Stagiaire Pfe - Informatique Web Dev - Eleve Ingenieur  ( Ref 10612 ),Stagiaire Pfe - Informatique Web Dev - Eleve Ingenieur  ( Ref 10612 ),STMicroelectronics,Bouskoura,2026-03-17,Data & AI,,https://ma.linkedin.com/jobs/view/stagiaire-pfe-informatique-web-dev-eleve-ingenieur-ref-10612-at-stmicroelectronics-4386725003,IT Engineer,2026-03-18T03:11:00.511393,
Chef Des Ventes - Vhicules D'Occasions,Chef Des Ventes - Vhicules D'Occasions,AUTO24.africa,Casablanca,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/chef-des-ventes-v%C3%A9hicules-d-occasions-at-auto24-africa-4385337474,Robotics Engineer,2026-03-18T03:07:20.294260,
Responsable D'Achat - Vhicules D'Occasions,Responsable D'Achat - Vhicules D'Occasions,AUTO24.africa,Casablanca,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/responsable-d-achat-v%C3%A9hicules-d-occasions-at-auto24-africa-4385337586,Robotics Engineer,2026-03-18T03:07:20.292260,
Operators,Operators,STMicroelectronics,Bouskoura,2026-03-14,Other,,https://ma.linkedin.com/jobs/view/operators-at-stmicroelectronics-4371870641,Robotics Engineer,2026-03-18T03:07:20.290258,
Vhicule Homologation,Vhicule Homologation,SEGULA Technologies,Mchouar de Casablanca,2026-03-14,Other,,https://ma.linkedin.com/jobs/view/v%C3%A9hicule-homologation-at-segula-technologies-4383646742,Robotics Engineer,2026-03-18T03:07:20.288260,
Ingnieur Tlcom N1 Junior - Audit & Contrle Rfrentiels Ftth,Ingnieur Tlcom N1 Junior - Audit & Contrle Rfrentiels Ftth,Intelcia Tech,Casablanca-Settat,2026-03-17,IT & Systems,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-t%C3%A9l%C3%A9com-n1-junior-audit-contr%C3%B4le-r%C3%A9f%C3%A9rentiels-ftth-at-intelcia-tech-4386734839,Robotics Engineer,2026-03-18T03:07:08.304793,
Ingnieur Automaticien,Ingnieur Automaticien,EPIK CONSULTING,Mohammdia,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-automaticien-at-epik-consulting-4384482808,Robotics Engineer,2026-03-18T03:07:08.280793,
Ingnieur Automatisation,Ingnieur Automatisation,ALTEN MAROC,Rabat,2026-03-16,Other,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-automatisation-at-alten-maroc-4384027973,Robotics Engineer,2026-03-18T03:07:08.273796,
Purchaser,Purchaser,Hirschmann Automotive,Knitra,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/purchaser-at-hirschmann-automotive-4384598727,Hardware Engineer,2026-03-18T03:06:42.961354,
Responsable Unit Autonome De Production F/H - Safran Electronics & Defense Morocco,Responsable Unit Autonome De Production F/H - Safran Electronics & Defense Morocco,AEROCONTACT.COM,Casablanca,2026-03-14,Management,,https://ma.linkedin.com/jobs/view/responsable-unit%C3%A9-autonome-de-production-f-h-safran-electronics-defense-morocco-at-aerocontact-4385875830,Hardware Engineer,2026-03-18T03:06:42.959356,
Ingnieur Moyens Et Outillages F/H - Safran Electronics & Defense Morocco,Ingnieur Moyens Et Outillages F/H - Safran Electronics & Defense Morocco,AEROCONTACT.COM,Mchouar de Casablanca,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-moyens-et-outillages-f-h-safran-electronics-defense-morocco-at-aerocontact-4384346400,Hardware Engineer,2026-03-18T03:06:42.958356,
Senior Hardware Engineer,Senior Hardware Engineer,ALTEN MAROC,Rabat,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/senior-hardware-engineer-at-alten-maroc-4384481674,Hardware Engineer,2026-03-18T03:06:30.130868,
Senior Hardware Engineer,Senior Hardware Engineer,ALTEN,Rabat,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/senior-hardware-engineer-at-alten-4384481669,Hardware Engineer,2026-03-18T03:06:30.130868,
Hardware Engineer,Hardware Engineer,ALTEN MAROC,Rabat,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/hardware-engineer-at-alten-maroc-4375958597,Hardware Engineer,2026-03-18T03:06:30.129867,
Supply Chain Process Engineer,Supply Chain Process Engineer,Procter & Gamble,Casablanca,2026-03-12,Data & AI,,https://ma.linkedin.com/jobs/view/supply-chain-process-engineer-at-procter-gamble-4383026689,Engineering Manager,2026-03-18T03:04:55.757170,
Commissioning & Start-Up Engineer (Filtration / Process Systems),Commissioning & Start-Up Engineer (Filtration / Process Systems),Pall Corporation,Maroc,2026-03-12,IT & Systems,,https://ma.linkedin.com/jobs/view/commissioning-start-up-engineer-filtration-process-systems-at-pall-corporation-4349474194,Engineering Manager,2026-03-18T03:04:55.757170,
Lead Of Data Engineering - Theodo Maroc,Lead Of Data Engineering - Theodo Maroc,Theodo,Casablanca,2026-03-13,Data & AI,,https://ma.linkedin.com/jobs/view/lead-of-data-engineering-theodo-maroc-at-theodo-4385353295,Engineering Manager,2026-03-18T03:04:55.756170,
Manufacturing Engineer (Process),Manufacturing Engineer (Process),TE Connectivity,Tanger,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/manufacturing-engineer-process-at-te-connectivity-4339179195,Engineering Manager,2026-03-18T03:04:55.755168,
Manufacturing Process Engineer,Manufacturing Process Engineer,TE Connectivity,Tanger,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/manufacturing-process-engineer-at-te-connectivity-4385504194,Engineering Manager,2026-03-18T03:04:55.755168,
Senior Process Engineer,Senior Process Engineer,Aptiv,Maroc,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/senior-process-engineer-at-aptiv-4367324123,Engineering Manager,2026-03-18T03:04:55.755168,
Senior Sales Engineer,Senior Sales Engineer,Infoblox,Maroc,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/senior-sales-engineer-at-infoblox-4373116844,Engineering Manager,2026-03-18T03:04:55.754167,
Hv Senior Process Engineer,Hv Senior Process Engineer,Aptiv,Maroc,2026-03-14,Other,,https://ma.linkedin.com/jobs/view/hv-senior-process-engineer-at-aptiv-4367329103,Engineering Manager,2026-03-18T03:04:55.754167,
